example_id                                                                           | status | run_time        |
./spec/lib/well_helpers_spec.rb[1:8:1:35:1]                                          | passed | 0.00024 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:36:1]                                          | passed | 0.00044 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:37:1]                                          | passed | 0.00027 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:38:1]                                          | passed | 0.00024 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:39:1]                                          | passed | 0.00026 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:40:1]                                          | passed | 0.00052 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:41:1]                                          | passed | 0.00029 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:42:1]                                          | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:1:43:1]                                          | passed | 0.00048 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:44:1]                                          | passed | 0.00027 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:45:1]                                          | passed | 0.00134 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:46:1]                                          | passed | 0.00025 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:47:1]                                          | passed | 0.00027 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:48:1]                                          | passed | 0.00024 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:49:1]                                          | passed | 0.00023 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:50:1]                                          | passed | 0.00038 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:51:1]                                          | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:52:1]                                          | passed | 0.00024 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:53:1]                                          | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:54:1]                                          | passed | 0.00046 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:55:1]                                          | passed | 0.00025 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:56:1]                                          | passed | 0.00041 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:57:1]                                          | passed | 0.00051 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:58:1]                                          | passed | 0.00026 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:59:1]                                          | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:60:1]                                          | passed | 0.00029 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:61:1]                                          | passed | 0.00049 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:62:1]                                          | passed | 0.00055 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:63:1]                                          | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:1:64:1]                                          | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:65:1]                                          | passed | 0.00047 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:66:1]                                          | passed | 0.00053 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:67:1]                                          | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:68:1]                                          | passed | 0.00042 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:69:1]                                          | passed | 0.00045 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:70:1]                                          | passed | 0.00025 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:71:1]                                          | passed | 0.00033 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:72:1]                                          | passed | 0.00194 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:73:1]                                          | passed | 0.00026 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:74:1]                                          | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:75:1]                                          | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:76:1]                                          | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:77:1]                                          | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:78:1]                                          | passed | 0.00026 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:79:1]                                          | passed | 0.00026 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:80:1]                                          | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:81:1]                                          | passed | 0.00104 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:82:1]                                          | passed | 0.00047 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:83:1]                                          | passed | 0.00056 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:84:1]                                          | passed | 0.00033 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:85:1]                                          | passed | 0.00045 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:86:1]                                          | passed | 0.00048 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:87:1]                                          | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:88:1]                                          | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:89:1]                                          | passed | 0.00027 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:90:1]                                          | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:91:1]                                          | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:1:92:1]                                          | passed | 0.00044 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:93:1]                                          | passed | 0.00092 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:94:1]                                          | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:1:95:1]                                          | passed | 0.00024 seconds |
./spec/lib/well_helpers_spec.rb[1:8:1:96:1]                                          | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:1:1]                                         | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:2:1]                                         | passed | 0.00042 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:3:1]                                         | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:4:1]                                         | passed | 0.00038 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:5:1]                                         | passed | 0.0004 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:6:1]                                         | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:7:1]                                         | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:8:1]                                         | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:9:1]                                         | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:10:1]                                        | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:11:1]                                        | passed | 0.00041 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:12:1]                                        | passed | 0.00044 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:13:1]                                        | passed | 0.00093 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:14:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:15:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:16:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:17:1]                                        | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:18:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:19:1]                                        | passed | 0.00037 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:20:1]                                        | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:21:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:22:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:23:1]                                        | passed | 0.0008 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:24:1]                                        | passed | 0.00033 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:25:1]                                        | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:26:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:27:1]                                        | passed | 0.00037 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:28:1]                                        | passed | 0.0004 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:29:1]                                        | passed | 0.00038 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:30:1]                                        | passed | 0.00116 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:31:1]                                        | passed | 0.00037 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:32:1]                                        | passed | 0.00037 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:33:1]                                        | passed | 0.00081 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:34:1]                                        | passed | 0.00042 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:35:1]                                        | passed | 0.00047 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:36:1]                                        | passed | 0.00054 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:37:1]                                        | passed | 0.00036 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:38:1]                                        | passed | 0.00029 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:39:1]                                        | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:40:1]                                        | passed | 0.00029 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:41:1]                                        | passed | 0.00078 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:42:1]                                        | passed | 0.00037 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:43:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:44:1]                                        | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:45:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:46:1]                                        | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:47:1]                                        | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:48:1]                                        | passed | 0.00072 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:49:1]                                        | passed | 0.00033 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:50:1]                                        | passed | 0.00042 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:51:1]                                        | passed | 0.00041 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:52:1]                                        | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:53:1]                                        | passed | 0.00043 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:54:1]                                        | passed | 0.00038 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:55:1]                                        | passed | 0.00063 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:56:1]                                        | passed | 0.0004 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:57:1]                                        | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:58:1]                                        | passed | 0.00039 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:59:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:60:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:61:1]                                        | passed | 0.00044 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:62:1]                                        | passed | 0.00048 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:63:1]                                        | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:64:1]                                        | passed | 0.00045 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:65:1]                                        | passed | 0.00034 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:66:1]                                        | passed | 0.00028 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:67:1]                                        | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:68:1]                                        | passed | 0.0004 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:69:1]                                        | passed | 0.00042 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:70:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:71:1]                                        | passed | 0.00044 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:72:1]                                        | passed | 0.0003 seconds  |
./spec/lib/well_helpers_spec.rb[1:8:2:1:73:1]                                        | passed | 0.00035 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:74:1]                                        | passed | 0.00051 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:75:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:76:1]                                        | passed | 0.00032 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:77:1]                                        | passed | 0.00045 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:78:1]                                        | passed | 0.00027 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:79:1]                                        | passed | 0.00038 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:80:1]                                        | passed | 0.00031 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:81:1]                                        | passed | 0.00029 seconds |
./spec/lib/well_helpers_spec.rb[1:8:2:1:82:1]                                        | passed | 0.00034 seconds |
